,Current_group_location,analizo_cbo_skewness,analizo_anpm_standard_deviation,analizo_noc_kurtosis,analizo_accm_skewness,analizo_lcom4_quantile_upper,analizo_npm_mode,analizo_acc_quantile_upper,analizo_sc_quantile_median,cccc_IF4,analizo_npa_quantile_max,analizo_cbo_variance,analizo_sc_variance,analizo_noa_quantile_median,analizo_accm_standard_deviation,analizo_mmloc_sum,analizo_total_modules_with_defined_methods,analizo_npm_quantile_lower,analizo_rfc_mode,cccc_McCabes_cyclomatic_complexity_per_line_of_comment,analizo_amloc_kurtosis,analizo_rfc_kurtosis,analizo_noc_quantile_median,new_dir_name,analizo_lcom4_quantile_min,analizo_npa_kurtosis,analizo_loc_kurtosis,analizo_npa_variance,analizo_acc_standard_deviation,analizo_lcom4_quantile_max,analizo_npm_quantile_min,analizo_noa_skewness,analizo_cbo_mode,analizo_acc_skewness,analizo_loc_mode,cccc_rejected_lines_of_code,analizo_anpm_quantile_ninety_five,analizo_noa_standard_deviation,analizo_accm_quantile_lower,analizo_acc_variance,cccc_lines_of_comment,analizo_accm_quantile_median,analizo_anpm_sum,analizo_change_cost,analizo_accm_mode,analizo_npm_variance,cccc_McCabes_cyclomatic_complexity,analizo_sc_skewness,analizo_rfc_sum,analizo_lcom4_quantile_median,analizo_sc_quantile_ninety_five,analizo_nom_mode,analizo_amloc_quantile_ninety_five,analizo_lcom4_kurtosis,analizo_acc_kurtosis,analizo_total_cof,analizo_noa_quantile_ninety_five,analizo_anpm_quantile_min,analizo_noa_quantile_upper,analizo_anpm_quantile_median,analizo_nom_quantile_lower,analizo_dit_sum,analizo_dit_mean,analizo_mmloc_kurtosis,analizo_nom_sum,analizo_noc_mean,analizo_cbo_mean,analizo_npm_quantile_median,analizo_accm_quantile_max,analizo_noc_quantile_max,analizo_npa_sum,analizo_loc_quantile_max,analizo_mmloc_quantile_upper,analizo_npa_quantile_median,analizo_noa_quantile_lower,analizo_noa_mode,analizo_loc_quantile_min,analizo_npm_kurtosis,is_source,analizo_noc_quantile_upper,analizo_accm_kurtosis,analizo_sc_sum,analizo_dit_quantile_median,cccc_IF4_visible_per_module,analizo_npa_mean,analizo_anpm_mode,analizo_noa_variance,analizo_anpm_quantile_max,analizo_noc_skewness,analizo_noa_mean,analizo_cbo_sum,analizo_lcom4_quantile_lower,analizo_npa_standard_deviation,analizo_noa_quantile_max,analizo_anpm_mean,analizo_rfc_quantile_lower,analizo_sc_quantile_lower,analizo_dit_quantile_max,analizo_amloc_quantile_lower,analizo_sc_mean,analizo_mmloc_mean,analizo_npm_mean,analizo_dit_quantile_lower,analizo_amloc_skewness,analizo_dit_quantile_min,analizo_sc_kurtosis,analizo_mmloc_quantile_lower,analizo_dit_standard_deviation,analizo_noa_kurtosis,analizo_dit_variance,analizo_npm_sum,analizo_npa_mode,analizo_sc_quantile_min,analizo_cbo_quantile_upper,analizo_npm_quantile_max,analizo_rfc_quantile_ninety_five,analizo_acc_quantile_median,analizo_nom_kurtosis,analizo_acc_sum,analizo_loc_skewness,analizo_sc_quantile_upper,analizo_total_methods_per_abstract_class,analizo_noc_variance,analizo_anpm_quantile_lower,analizo_sc_standard_deviation,analizo_npa_quantile_ninety_five,analizo_rfc_variance,analizo_rfc_quantile_max,analizo_anpm_variance,analizo_accm_sum,analizo_loc_quantile_ninety_five,cccc_lines_of_code_per_line_of_comment,analizo_nom_standard_deviation,cccc_McCabes_cyclomatic_complexity_per_module,analizo_cbo_quantile_ninety_five,analizo_npm_skewness,analizo_loc_quantile_lower,analizo_total_abstract_classes,analizo_nom_quantile_min,analizo_lcom4_sum,analizo_nom_quantile_max,analizo_anpm_kurtosis,analizo_noc_standard_deviation,analizo_loc_quantile_median,analizo_loc_quantile_upper,analizo_dit_quantile_ninety_five,analizo_mmloc_quantile_max,analizo_accm_quantile_upper,cccc_lines_of_code_per_module,analizo_dit_quantile_upper,analizo_cbo_standard_deviation,cccc_lines_of_code,analizo_npm_quantile_upper,analizo_amloc_quantile_max,analizo_npa_quantile_upper,analizo_nom_quantile_upper,analizo_acc_quantile_ninety_five,analizo_noc_quantile_min,analizo_accm_quantile_min,analizo_npa_skewness,analizo_mmloc_quantile_min,analizo_acc_quantile_min,analizo_cbo_quantile_median,cccc_number_of_modules,analizo_total_modules_with_defined_attributes,analizo_npa_quantile_lower,analizo_dit_mode,analizo_rfc_quantile_upper,cccc_IF4_visible,analizo_mmloc_quantile_ninety_five,analizo_noc_mode,analizo_lcom4_mean,analizo_cbo_quantile_min,analizo_noa_sum,analizo_mmloc_skewness,analizo_noc_quantile_lower,analizo_dit_kurtosis,analizo_lcom4_variance,analizo_accm_variance,analizo_total_modules,analizo_nom_mean,analizo_accm_mean,analizo_loc_sum,analizo_amloc_mode,cccc_lines_of_comment_per_module,analizo_noc_sum,analizo_mmloc_standard_deviation,cccc_IF4_per_module,analizo_anpm_skewness,analizo_sc_quantile_max,analizo_rfc_standard_deviation,analizo_nom_quantile_ninety_five,analizo_accm_quantile_ninety_five,analizo_acc_quantile_lower,analizo_anpm_quantile_upper,analizo_dit_skewness,analizo_mmloc_variance,analizo_amloc_mean,analizo_acc_mean,analizo_loc_standard_deviation,analizo_npa_quantile_min,analizo_amloc_sum,analizo_nom_quantile_median,analizo_amloc_quantile_upper,source_lang,analizo_acc_quantile_max,analizo_cbo_quantile_lower,analizo_sc_mode,analizo_lcom4_mode,analizo_total_loc,analizo_mmloc_mode,analizo_rfc_skewness,analizo_noa_quantile_min,analizo_cbo_kurtosis,analizo_nom_skewness,analizo_cbo_quantile_max,analizo_lcom4_standard_deviation,analizo_loc_mean,analizo_amloc_standard_deviation,analizo_rfc_quantile_median,analizo_lcom4_quantile_ninety_five,analizo_rfc_quantile_min,analizo_total_nom,analizo_noc_quantile_ninety_five,analizo_npm_standard_deviation,analizo_nom_variance,analizo_lcom4_skewness,analizo_loc_variance,analizo_amloc_quantile_min,analizo_rfc_mean,analizo_acc_mode,analizo_mmloc_quantile_median,analizo_amloc_quantile_median,analizo_npm_quantile_ninety_five,analizo_amloc_variance
/home/se-metrics/root/anac/processed//y2016/yxagent,,0,0,0,0,3,None,0,0,0,0,0,0,27,0,106,1,7,None,------,0,0,0,/home/se-metrics/root/anac/processed//y2016/yxagent,3,0,0,0,0,3,7,0,None,0,None,0,None,0,5.04545454545,0,0,5.04545454545,0.772727272727,1.00,None,0,0,0,121,3,None,None,None,0,0,1,None,0.772727272727,27,0.772727272727,22,1,1,0,22,0,0,7,5.04545454545,0,0,631,106,0,27,None,631,0,True,0,0,0,1,0.000,0,None,0,0.772727272727,0,27,0,3,0,27,0.772727272727,121,0,1,28.6818181818,0,106,7,1,0,1,0,106,0,0,0,7,None,0,0,7,None,0,0,0,0,0,0,0,0.772727272727,0,None,0,121,0,5.04545454545,None,------,0,0.000,None,0,631,0,22,3,22,0,0,631,631,None,106,5.04545454545,0.750,1,0,3,7,28.6818181818,0,22,None,0,5.04545454545,0,106,0,0,4,1,0,None,121,0,None,None,3,0,27,0,0,0,0,0,1,22,5.04545454545,631,None,0.000,0,0,0.000,0,0,0,None,None,0,0.772727272727,0,0,28.6818181818,0,0,0,28.6818181818,22,28.6818181818,Java,0,0,None,None,631,None,0,27,0,0,0,0,631,0,121,None,121,22,None,0,0,0,0,28.6818181818,121,None,106,28.6818181818,None,0
/home/se-metrics/root/anac/processed//y2016/clockworkagent,,0,0,0,0,2,None,0,0,0,0,0,0,8,0,53,1,11,None,------,0,0,0,/home/se-metrics/root/anac/processed//y2016/clockworkagent,2,0,0,0,0,2,11,0,None,0,None,0,None,0,3.72727272727,0,0,3.72727272727,0.454545454545,1.00,None,0,0,0,40,2,None,None,None,0,0,1,None,0.454545454545,8,0.454545454545,11,1,1,0,11,0,0,11,3.72727272727,0,0,214,53,0,8,None,214,0,True,0,0,0,1,0.000,0,None,0,0.454545454545,0,8,0,2,0,8,0.454545454545,40,0,1,19.4545454545,0,53,11,1,0,1,0,53,0,0,0,11,None,0,0,11,None,0,0,0,0,0,0,0,0.454545454545,0,None,0,40,0,3.72727272727,None,------,0,0.000,None,0,214,0,11,2,11,0,0,214,214,None,53,3.72727272727,1.500,1,0,6,11,19.4545454545,0,11,None,0,3.72727272727,0,53,0,0,4,1,0,None,40,0,None,None,2,0,8,0,0,0,0,0,1,11,3.72727272727,214,None,0.000,0,0,0.000,0,0,0,None,None,0,0.454545454545,0,0,19.4545454545,0,0,0,19.4545454545,11,19.4545454545,Java,0,0,None,None,214,None,0,8,0,0,0,0,214,0,40,None,40,11,None,0,0,0,0,19.4545454545,40,None,53,19.4545454545,None,0
/home/se-metrics/root/anac/processed//y2015/cuhkagent2015,,0,0.372472607424,0,0,5,1,1,0,0,0,1.33333333333,65.3333333333,7,2.70770547925,494,3,1,None,------,0,0,0,/home/se-metrics/root/anac/processed//y2015/cuhkagent2015,2,0,0,0,0.57735026919,7,1,0,0,0,None,0,1.16666666667,73.6545993133,4.54545454545,0.333333333333,14,6.75757575758,2.21212121212,0.56,None,8.33333333333,0,0,221,3,14,None,48.1515151515,0,0,0.333333333333,132,0.5,69.5,0.545454545455,9,1,0.333333333333,0,51,0,0.666666666667,1,7.25,0,0,1589,238,0,4.5,None,50,0,True,0,0,14,0,0.000,0,None,5425,1.16666666667,0,47,2,2.5,0,132,0.737373737374,25,0,1,26.6666666667,4.66666666667,164.666666667,2.66666666667,0,0,0,0,123,0.57735026919,0,0.333333333333,8,0,0,1,6,171,1,0,2,0,7,0,0,0.522727272727,8.08290376865,0,7274.33333333,171,0.138735843281,16.3409090909,1589,1.643,14.1774468788,0.000,2,0,295,0,6,12,33,0,0,540,1064.5,1,248,7.00378787879,5.750,0.5,1.15470053838,23,3.5,48.1515151515,0,22.5,1,0,2.33333333333,0,18,0,0,4,3,0,0,104.5,0,248,0,4,0,141,0,0,0,7,7.33166896235,3,17,5.44696969697,2179,None,3.500,0,127.410099024,0.000,0,14,85.2897023874,33,7.25,0.5,0.856060606061,0,16233.3333333,33.8282828283,0.666666666667,786.23808947,0,101.484848485,12,46.5757575758,Java,1,0,0,None,2179,None,0,2,0,0,2,2.64575131106,726.333333333,22.135431987,38,7,12,51,0,2.88675134595,201,0,618170.333333,8.33333333333,73.6666666667,1,228,45,6,489.97734925
/home/se-metrics/root/anac/processed//y2015/agenth,,-0.512240832572,0.92388070418,0,0.373718279534,2,4,1,2,4,3,0.7,2.2,5,1.22678441464,128,5,4,None,------,1.01303922628,1.30616955657,0,/home/se-metrics/root/anac/processed//y2015/agenth,1,5,3.81725853038,1.8,1.09544511501,3,1,0,2,1.29323381633,None,1,3,3.80788655293,1.5,1.2,14,2.4,7.36666666667,0.50,None,6.8,0,-0.551618069288,97,2,4,None,23.9,-0.612244897959,2.91666666667,0.3,10,0.7,7,1,4,3,0.6,3.16665639688,26,0,1.2,4,4.1,0,3,239,26,0,3,None,4,0.26384083045,True,0,-0.837054778645,11,1,0.444,0.6,1,14.5,3,0,5,6,1,1.3416407865,10,1.47333333333,6,2,1,7.33333333333,2.2,25.6,4.6,0,0.955067742833,0,0.867768595041,15,0.547722557505,-0.378121284185,0.3,23,0,0,2,8,47,1,1.2201939034,6,1.86064509554,3,0,0,1,1.48323969742,3,303.3,47,0.853555555556,12,239,------,3.27108544676,0.000,2,-0.118428417396,44,0,1,9,10,2.10843981078,0,45,70,1,67,3,1.889,1,0.836660026534,17,6,23.9,0,6,3,0,1,2.2360679775,4,0,1,9,4,0,1,21,4,67,0,1.8,0,25,1.68268393728,0,-3.33333333333,0.7,1.505,5,5.2,2.4,402,None,1.556,0,24.4192546979,0.444,1.52745513206,4,17.4155103284,10,4.1,1,1.66666666667,-0.60858061945,596.3,12.0966666667,1.2,91.7567436214,0,60.4833333333,5,14,Java,3,1,2,1,402,None,1.12106411799,0,-0.612244897959,0.419992628765,2,0.836660026534,80.4,7.61418996932,20,3,3,26,0,2.60768096208,10.7,0.512240832572,8419.3,4,19.4,1,16,11.25,8,57.9758888889
/home/se-metrics/root/anac/processed//y2015/AgentW,,1.12933811497,0.384632521858,0,0.296139158939,2.5,None,1.5,1.5,27,2,1.58333333333,6.91666666667,7,1.60595125137,179,4,3.5,None,0.376,1.61612066325,1.99219841151,0,/home/se-metrics/root/anac/processed//y2015/AgentW,1,4,-5.58684778995,1,1.25830573921,4,2,0.894074346421,1,1.12933811497,None,16,1.5,4.54606056566,2.0975,1.58333333333,93,3.125,4.52857142857,0.56,None,95,35,1.44305883553,155,2,6,None,29.7142857143,2.2271468144,2.2271468144,0.416666666667,14,0.8,10.25,1.11428571429,4.75,1,0.25,-0.672757041606,41,0,1.25,4.5,5.14285714286,0,2,208,52.75,0,4.75,None,69,3.69307479224,True,0,-3.07199460997,9,0,2.455,0.5,0.8,20.6666666667,1.5,0,8,5,1.75,1,14,1.13214285714,21.5,0.75,1,14.9275,2.25,44.75,8.5,0,0.470743198249,0,2.23486717956,35.5,0.5,-0.747658688866,0.25,34,0,0,1.5,23,80,1,3.67264274939,5,-0.045586941259,3,0,0,0.8,2.62995563968,2,844.916666667,80,0.147942176871,13.0328571429,208,2.624,9.9121138008,3.182,3,1.90075989439,83.25,0,4,9,25,-5.82830972071,0,143.5,201.25,1,64,4.28571428571,22.182,0.25,1.25830573921,244,9.5,29.7142857143,0.5,11.5,3,0,1.64,2,28,0,1,11,4,0,0,47.75,27,64,0,2.25,0,32,0.39939122212,0,4,1.58333333333,2.57907942177,4,10.25,3.25821428571,564,None,8.455,0,15.4353490404,2.455,0.0297804213914,6,29.0674502952,25,5.14285714286,0.75,1.44642857143,2,238.25,18.1310714286,1.25,72.6773692424,0,72.5242857143,6,20.6285714286,Java,3,0.75,None,2,564,None,1.40648820327,4,2.2271468144,1.90709149107,3,1.25830573921,141,8.91963883645,30.5,4,14,41,0,9.74679434481,98.25,1.12933811497,5282,7.96,38.75,1,43.5,17.425,23,79.5599569728
/home/se-metrics/root/anac/processed//y2015/JonnyBlack,,0.854563038328,0.566822575647,0,-0.996001574944,3,8,1.25,1.5,0,1,0.916666666667,4.25,3,1.13833266172,107,4,6.5,None,0.706,1.14335308522,-2.951187558,0,/home/se-metrics/root/anac/processed//y2015/JonnyBlack,2,-6,1.75920605065,0.333333333333,0.957427107756,3,2,1.52896737488,0,0.854563038328,None,0,2.125,5.73730482602,2.07142857143,0.916666666667,17,2.76984126984,5.15674603175,0.44,None,14.25,12,0.199735220618,93,2.5,4,None,17.6666666667,-6,-1.28925619835,0.25,13,0.888888888889,6.25,1.07142857143,6.5,2,0.5,1.33125147172,33,0,0.75,8,3.625,0,2,159,34,0.5,1.5,None,6,2.2271468144,True,0,0.648786666787,7,0.5,0.000,0.5,None,32.9166666667,2.125,0,4.75,3,2,0.57735026919,13,1.28918650794,10.75,0,1,9,1.75,26.75,7.25,0,-0.869112105255,0,-4.85813148789,18.75,0.57735026919,2.49460022432,0.333333333333,29,0,0,1.25,11,44,0.5,1.34722074609,3,-1.46452031614,3.25,0,0,0.972222222222,2.06155281281,1,327.583333333,44,0.321287832263,10.1646825397,159,5.588,4.9244289009,1.200,2,-1.12933811497,83.25,0,2,10,14,3.32874048484,0,131.5,155.25,1,52,3.23958333333,9.500,1,0.957427107756,95,8.75,17.6666666667,1,10.25,2,0,1,0,3,0,0.5,10,3,0,1,35,0,52,0,2.5,0,19,0.220622505461,0,-6,0.333333333333,1.29580124874,4,8.25,2.54117063492,428,None,1.700,0,20.0893835976,0.000,1.80263544159,4,18.0992633368,14,3.625,0,1.38839285714,0,403.583333333,11.3229166667,0.75,70.9882619405,0,45.2916666667,8.5,14.6354166667,Java,2,0,0,2,428,None,0.156729184229,0,-1.28925619835,-0.299370106421,2,0.57735026919,107,6.18918327272,22.5,3,4,33,0,3.77491721764,24.25,0,5039.33333333,3,23.25,0,26,12.3125,11,38.3059895833
/home/se-metrics/root/anac/processed//y2015/meanBot,,0,0,0,0,3,None,0,0,0,0,0,0,1,0,15,1,4,None,0.179,0,0,0,/home/se-metrics/root/anac/processed//y2015/meanBot,3,0,0,0,0,3,4,0,None,0,None,10,None,0,1.75,0,28,1.75,1,1.00,None,0,5,0,6,3,None,None,None,0,0,1,None,1,1,1,4,1,1,0,4,0,0,4,1.75,0,0,30,15,0,1,None,30,0,True,0,0,0,1,0.000,0,None,0,1,0,1,0,3,0,1,1,6,0,1,7.5,0,15,4,1,0,1,0,15,0,0,0,4,None,0,0,4,None,0,0,0,0,0,0,0,1,0,None,0,6,0,1.75,None,1.429,0,0.714,None,0,30,0,4,3,4,0,0,30,30,None,15,1.75,5.714,1,0,40,4,7.5,0,4,None,0,1.75,0,15,0,0,7,1,0,None,6,0,None,None,3,0,1,0,0,0,0,0,1,4,1.75,30,None,4.000,0,0,0.000,0,0,0,None,None,0,1,0,0,7.5,0,0,0,7.5,4,7.5,Java,0,0,None,None,30,None,0,1,0,0,0,0,30,0,6,None,6,4,None,0,0,0,0,7.5,6,None,15,7.5,None,0
/home/se-metrics/root/anac/processed//y2015/group2,,1.85197803767,0.320416395752,0,0.0888981497666,1.75,0,1.75,0.5,0,0,2.54444444444,38.0444444444,2,0.81077808993,194,10,0,11,------,-0.193358681748,3.90514044189,0,/home/se-metrics/root/anac/processed//y2015/group2,1,0,4.0189321892,0,0.994428926012,4,0,2.70729661075,0,0.610140712084,None,2,1.6,3.22490309932,1.7125,0.988888888889,5,2.18333333333,8.26666666667,0.25,None,26.5444444444,0,3.06089789219,232,1,20,4,19.2,5.35640138408,-0.157447652713,0.122222222222,12,0.5,3,0.666666666667,4.25,2,0.2,2.37807815725,74,0,1.1,4.5,3.33333333333,0,0,192,23,0,2,2,18,-0.157336265374,True,0,-1.17702814844,26,0,0.000,0,0.666666666667,10.4,1.6,0,3.2,11,1,0,12,0.826666666667,12.5,0,1,6.8375,2.6,19.4,4.9,0,0.835851288814,0,9.5193674315,12.5,0.421637021356,7.87396097492,0.177777777778,49,0,0,1.75,15,64,1,-0.65657216963,11,1.82373220436,1.75,0,0,0.666666666667,6.16801786998,0,275.511111111,64,0.102666666667,22.5833333333,192,7.200,4.06065128876,0.000,5,0.74205186888,40,0,3,15,15,3.44919064307,0,59,74.75,1,46,3,2.250,0,1.59513148187,36,7.75,19.2,0,10,3,0,1,0,5,0,0.5,16,10,0,0,28.75,0,46,0,1.5,0,32,1.41356125133,0,1.40625,0.944444444444,0.657361111111,10,7.4,2.25833333333,692,None,0.312,0,11.6351956485,0.000,1.73276660485,20,16.5985273778,15,3.33333333333,0.25,0.975,1.77878118384,135.377777778,9.84,1.1,50.0217730371,0,98.4,5.5,12.0625,Java,3,0,0,1,692,12,1.9263754693,1,3.75066401153,0.78260784986,5,0.971825315808,69.2,5.07606462713,16,4,11,74,0,5.15213008807,16.4888888889,2.26983421512,2502.17777778,3.6,23.2,1,15.5,8.23333333333,15,25.7664320988
/home/se-metrics/root/anac/processed//y2015/AresParty,,0,0.300462606289,0,0,2,None,1,0,0,0,1.33333333333,5.33333333333,7,2.27457769788,390,3,3.5,None,------,0,0,0,/home/se-metrics/root/anac/processed//y2015/AresParty,2,0,0,0,0.57735026919,2,3,0,0,0,None,0,1.08333333333,13.2287565553,4.08333333333,0.333333333333,14,5.83333333333,2.25,0.56,None,19,0,0,129,2,4,None,49.3333333333,0,0,0.333333333333,27,0.5,17,0.666666666667,9,1,0.333333333333,0,33,0,0.666666666667,4,6.6,0,0,740,187,0,4.5,None,48,0,True,0,0,4,0,0.000,0,None,175,1.08333333333,0,12,2,2,0,27,0.75,25.5,0,1,21.3333333333,1.33333333333,130,6,0,0,0,0,70.5,0.57735026919,0,0.333333333333,18,0,0,1,11,78,1,0,2,0,2,0,0,0.583333333333,2.30940107676,0,1101,78,0.0902777777778,14.7666666667,740,1.500,4.58257569496,0.000,2,0,232,0,6,6,15,0,0,416,578,1,249,6.21666666667,3.500,0.5,1.15470053838,21,7.5,49.3333333333,0,13.5,1,0,2.33333333333,0,16,0,0,6,3,0,0,58.5,0,249,0,2,0,36,0,0,0,0,5.1737037037,3,11,4.92222222222,1204,None,2.333,0,116.580444329,0.000,0,4,33.1813200461,15,6.6,0.5,0.875,0,13591,30.6666666667,0.666666666667,346.233062161,0,92,12,42,Java,1,0,0,2,1204,None,0,2,0,0,2,0,401.333333333,20.954978194,39,2,12,33,0,4.35889894354,21,0,119877.333333,8,43,1,125,34.6666666667,11,439.111111111
/home/se-metrics/root/anac/processed//y2015/DrageKnight,,1.12933811497,0.381190401832,0,-1.04622421441,2.5,5,1.5,1.5,27,1,1.58333333333,6.91666666667,7,1.73501357598,165,4,4.25,None,0.414,0.826122498362,1.04762597883,0,/home/se-metrics/root/anac/processed//y2015/DrageKnight,1,4,-0.47184978977,0.25,1.25830573921,4,2,0.894074346421,1,1.12933811497,None,15,1.42857142857,4.54606056566,3.24285714286,1.58333333333,128,4.3,4.34285714286,0.56,None,58.25,53,1.44305883553,152,2,6,5,32.1428571429,2.2271468144,2.2271468144,0.416666666667,14,0.714285714286,10.25,1.1,5,1,0.25,2.83185388748,38,0,1.25,5,5.57142857143,0,1,225,44.5,0,4.75,None,83,3.42235075245,True,0,0.832551852828,9,0,2.455,0.25,None,20.6666666667,1.42857142857,0,8,5,1.75,0.5,14,1.08571428571,22.75,0.75,1,14.2833333333,2.25,41.25,7.75,0,0.314003149005,0,2.23486717956,33.25,0.5,-0.747658688866,0.25,31,0,0,1.5,19,68,1,3.68040947536,5,0.881542850877,3,0,0,0.778571428571,2.62995563968,1,460.666666667,68,0.145306122449,15.7428571429,225,2.062,7.72442015084,4.818,3,1.78766707745,98,0,5,9,21,-5.7213104406,0,128.5,171.75,1,64,4.99285714286,24.000,0.25,1.25830573921,264,8.5,32.1428571429,0.25,10.5,3,0,1.57142857143,2,28,0,1,11,4,0,0,46.25,27,64,0,2.25,0,32,1.56924245022,0,4,1.58333333333,3.01027210884,4,9.5,3.93571428571,565,None,11.636,0,15.7347810068,2.455,-0.0387398401054,6,21.4631467093,21,5.57142857143,0.75,1.40714285714,2,247.583333333,19.169047619,1.25,63.331798227,0,76.6761904762,6,23.4857142857,Java,3,0.75,None,2,565,None,1.31683330405,4,2.2271468144,1.91368706212,3,1.25830573921,141.25,10.2802642086,31,4,22,38,0,7.63216876124,59.6666666667,1.12933811497,4010.91666667,7.33333333333,38,1,36.5,18.6,19,105.6838322
/home/se-metrics/root/anac/processed//y2015/pnegotiator,,0.798168190009,0.85175745828,0,-0.0522176288409,1.5,4,2,1,0,4,1.80952380952,7.66666666667,4,1.19360134022,194,7,1.5,32,------,-2.24990946561,-2.48870009727,0,/home/se-metrics/root/anac/processed//y2015/pnegotiator,1,1.94755555556,-2.58711173882,2.14285714286,1.06904496765,2,1,-0.101036297108,0,0.374165738677,None,0,3,3.46410161514,1.5,1.14285714286,19,2.71428571429,10.7285714286,0.36,2.71428571429,2.47619047619,4,1.12115868396,129,1,6,7,20,-0.84,-2.8,0.142857142857,9,0.571428571429,8,1.5,1.5,4,0.571428571429,-2.49517665062,30,0,1.14285714286,3,4,0,8,140,44.5,1,3,9,3,-1.68372781065,True,0,-1.4415057818,14,1,0.000,1.14285714286,0.571428571429,12,3,0,5,8,1,1.46385010942,9,1.53265306122,5,0,1,5.75,2,27.7142857143,2.85714285714,0,-0.491907031961,0,-0.937996219282,6,0.534522483825,-1.39444444444,0.285714285714,20,0,0,2,5,35,0,-2.48794814394,6,-0.188011880545,3.5,0,0,0.928571428571,2.76887462097,4,212.285714286,35,0.725490767736,17.1428571429,140,3.211,2.87020822208,0.308,3,-0.0366628216905,7.5,0,1,9,7,0.274243508665,0,92,125.5,1,52,3.21428571429,4.692,1,1.34518541827,61,4,20,1.5,7,2,0,1,1.44823570826,3,0,1,13,6,0,1,32,0,52,0,1.28571428571,0,35,-0.225683446505,0,-2.8,0.238095238095,1.42468415938,7,4.28571428571,2.44897959184,501,None,1.462,0,21.7770084088,0.000,0.562315644023,6,14.5700279439,7,4,0,1.9,-0.374165738677,474.238095238,12.6795918367,0.857142857143,63.0525102404,0,88.7571428571,5,18.4142857143,Java,2,0,0,1,501,None,0.020580977034,0,-1.27977839335,-0.222335886333,3,0.487950036474,71.5714285714,7.54732847785,18,2,2,30,0,1.57359158494,8.2380952381,1.22963409192,3975.61904762,3,18.4285714286,0,38,17.4285714286,5,56.9621671526
/home/se-metrics/root/anac/processed//y2015/AgentHP,,0,0,0,0,2,None,0,0,0,0,0,0,25,0,191,1,4,None,------,0,0,0,/home/se-metrics/root/anac/processed//y2015/AgentHP,2,0,0,0,0,2,4,0,None,0,None,0,None,0,7.53846153846,0,11,7.53846153846,0.846153846154,1.00,None,0,0,0,124,2,None,None,None,0,0,1,None,0.846153846154,25,0.846153846154,13,1,1,0,13,0,0,4,7.53846153846,0,0,659,191,0,25,None,659,0,True,0,0,0,1,0.000,0,None,0,0.846153846154,0,25,0,2,0,25,0.846153846154,124,0,1,50.6923076923,0,191,4,1,0,1,0,191,0,0,0,4,None,0,0,4,None,0,0,0,0,0,0,0,0.846153846154,0,None,0,124,0,7.53846153846,None,------,0,0.000,None,0,659,0,13,2,13,0,0,659,659,None,191,7.53846153846,2.667,1,0,8,4,50.6923076923,0,13,None,0,7.53846153846,0,191,0,0,3,1,0,None,124,0,None,None,2,0,25,0,0,0,0,0,1,13,7.53846153846,659,None,3.667,0,0,0.000,0,0,0,None,None,0,0.846153846154,0,0,50.6923076923,0,0,0,50.6923076923,13,50.6923076923,Java,0,0,None,None,659,None,0,25,0,0,0,0,659,0,124,None,124,13,None,0,0,0,0,50.6923076923,124,None,191,50.6923076923,None,0
/home/se-metrics/root/anac/processed//y2015/RandomDance,,0.968245836552,0.274137798781,0,1.83720760489,2.75,2,0.75,0,0,0,0.266666666667,1.46666666667,2,1.53025052415,133,6,2.5,5,------,4.08242520694,1.68204664221,0,/home/se-metrics/root/anac/processed//y2015/RandomDance,1,0,4.40205569628,0,0.516397779494,14,2,1.2005090555,0,0.968245836552,None,0,1.18181818182,4.79235502302,1.125,0.266666666667,6,1.5,5.44967532468,1.00,1.5,7.76666666667,0,1.95170849272,103,2,3,2,28.6363636364,5.53744381571,-1.875,0.0666666666667,12,0.5,6,1,2.5,3,0.5,4.6877676208,41,0,0.333333333333,4.5,5,0,0,315,20.5,0,0.25,0,6,-0.995229236125,True,0,3.37343751979,4,0.5,0.000,0,1,22.9666666667,1.18181818182,0,3.83333333333,2,1.25,0,12,0.908279220779,5.75,0,1,4.53571428571,0.666666666667,22.1666666667,4.83333333333,0,2.00494672526,0,3.65702479339,9.25,0.547722557505,0.445840820187,0.3,29,0,0,0.75,9,46,0,-1.64892754202,2,2.0572604691,0.75,14,0,0.732142857143,1.21106014164,0,256.566666667,46,0.0751515327205,12.5,315,------,4.99666555481,0.000,1,0.505127007598,14.5,1,2,23,14,-1.20609370801,0,40.5,83.75,1,77,2.25,3.000,1,0.516397779494,9,6.5,28.6363636364,0,10.25,1,0,1,0,3,0,0,3,4,0,0,22.25,0,77,0,3.83333333333,0,23,2.13606725785,0,-3.33333333333,25.3666666667,2.34166666667,6,6.83333333333,2.08333333333,506,None,2.000,0,27.7374596289,0.000,-0.794581311763,3,16.0176985446,14,5,0,1.09375,-6.66133814775e-17,769.366666667,9.80844155844,0.333333333333,117.610657113,0,58.8506493506,6,10.125,Java,1,0,0,1,506,10,1.46346497387,0,-1.875,0.465196749966,1,5.0365331992,84.3333333333,9.67541597621,11,14,5,41,0,2.78687399548,24.9666666667,2.33041011474,13832.2666667,3,17.1666666667,0,10,5.75,9,93.6136743127
